k_index,distance_Ainv,wannier_band,energy_eV
2585,1.8012787,61,1.3084934
2586,1.8019757,61,1.3102382
2587,1.8026727,61,1.3119859
2588,1.8033697,61,1.3137368
2589,1.8040667,61,1.3154911
2590,1.8047637,61,1.3172489
2591,1.8054607,61,1.3190104
2592,1.8061578,61,1.3207758
2593,1.8068548,61,1.3225454
2594,1.8075518,61,1.3243192
2595,1.8082488,61,1.3260977
2596,1.8089458,61,1.3278809
2597,1.8096428,61,1.3296692
2598,1.8103398,61,1.3314627
2599,1.8110368,61,1.3332616
2600,1.8117338,61,1.3350663
2601,1.8124308,61,1.336877
2602,1.8131278,61,1.3386938
2603,1.8138248,61,1.3405171
2604,1.8145218,61,1.342347
2605,1.8152188,61,1.3441839
2606,1.8159158,61,1.3460279
2607,1.8166128,61,1.3478792
2608,1.8173098,61,1.3497382
2609,1.8180068,61,1.351605
2610,1.8187038,61,1.3534797
2611,1.8194009,61,1.3553627
2612,1.8200979,61,1.357254
2613,1.8207949,61,1.3591538
2614,1.8214919,61,1.3610624
2615,1.8221889,61,1.3629797
2616,1.8228859,61,1.364906
2617,1.8235829,61,1.3668413
2618,1.8242799,61,1.3687858
2619,1.8249769,61,1.3707394
2620,1.8256739,61,1.3727023
2621,1.8263709,61,1.3746744
2622,1.8270679,61,1.3766558
2623,1.8277649,61,1.3786465
2624,1.8284619,61,1.3806463
2625,1.8291589,61,1.3826554
2626,1.8298559,61,1.3846736
2627,1.8305529,61,1.3867009
2628,1.8312499,61,1.3887372
2629,1.8319469,61,1.3907823
2630,1.832644,61,1.3928361
2631,1.833341,61,1.3948986
2632,1.834038,61,1.3969695
2633,1.834735,61,1.3990488
2634,1.835432,61,1.4011363
2635,1.836129,61,1.4032318
2636,1.836826,61,1.4053352
2637,1.837523,61,1.4074463
2638,1.83822,61,1.4095648
2639,1.838917,61,1.4116907
2640,1.839614,61,1.4138238
2641,1.840311,61,1.4159638
2642,1.841008,61,1.4181105
2643,1.841705,61,1.4202639
2644,1.842402,61,1.4224237
2645,1.843099,61,1.4245897
2646,1.843796,61,1.4267617
2647,1.844493,61,1.4289396
2648,1.8451901,61,1.4311232
2649,1.8458871,61,1.4333123
2650,1.8465841,61,1.4355066
2651,1.8472811,61,1.4377062
2652,1.8479781,61,1.4399107
2653,1.8486751,61,1.44212
2654,1.8493721,61,1.4443339
2655,1.8500691,61,1.4465523
2656,1.8507661,61,1.4487749
2657,1.8514631,61,1.4510018
2658,1.8521601,61,1.4532326
2659,1.8528571,61,1.4554672
2660,1.8535541,61,1.4577055
2661,1.8542511,61,1.4599474
2662,1.8549481,61,1.4621926
2663,1.8556451,61,1.464441
2664,1.8563421,61,1.4666925
2665,1.8570391,61,1.468947
2666,1.8577361,61,1.4712042
2667,1.8584332,61,1.4734642
2668,1.8591302,61,1.4757266
2669,1.8598272,61,1.4779915
2670,1.8605242,61,1.4802586
2671,1.8612212,61,1.4825278
2672,1.8619182,61,1.4847991
2673,1.8626152,61,1.4870722
2674,1.8633122,61,1.4893471
2675,1.8640092,61,1.4916236
2676,1.8647062,61,1.4939017
2677,1.8654032,61,1.4961811
2678,1.8661002,61,1.4984618
2679,1.8667972,61,1.5007436
2680,1.8674942,61,1.5030265
2681,1.8681912,61,1.5053102
2682,1.8688882,61,1.5075948
2683,1.8695852,61,1.50988
2684,1.8702822,61,1.5121659
2685,1.8709792,61,1.5144521
2686,1.8716763,61,1.5167388
2687,1.8723733,61,1.5190256
2688,1.8730703,61,1.5213126
2689,1.8737673,61,1.5235996
2690,1.8744643,61,1.5258865
2691,1.8751613,61,1.5281732
2692,1.8758583,61,1.5304596
2693,1.8765553,61,1.5327456
2694,1.8772523,61,1.535031
2695,1.8779493,61,1.5373158
2696,1.8786463,61,1.5395999
2697,1.8793433,61,1.5418832
2698,1.8800403,61,1.5441655
2699,1.8807373,61,1.5464467
2700,1.8814343,61,1.5487269
2701,1.8821313,61,1.5510058
2702,1.8828283,61,1.5532833
2703,1.8835253,61,1.5555594
2704,1.8842223,61,1.5578339
2705,1.8849194,61,1.5601069
2706,1.8856164,61,1.562378
2707,1.8863134,61,1.5646474
2708,1.8870104,61,1.5669148
2709,1.8877074,61,1.5691801
2710,1.8884044,61,1.5714434
2711,1.8891014,61,1.5737044
2712,1.8897984,61,1.5759632
2713,1.8904954,61,1.5782195
2714,1.8911924,61,1.5804734
2715,1.8918894,61,1.5827246
2716,1.8925864,61,1.5849733
2717,1.8932834,61,1.5872191
2718,1.8939804,61,1.5894622
2719,1.8946774,61,1.5917023
2720,1.8953744,61,1.5939394
2721,1.8960714,61,1.5961734
2722,1.8967684,61,1.5984043
2723,1.8974655,61,1.6006319
2724,1.8981625,61,1.6028562
2725,1.8988595,61,1.6050772
2726,1.8995565,61,1.6072946
2727,1.9002535,61,1.6095086
2728,1.9009505,61,1.6117189
2729,1.9016475,61,1.6139256
2730,1.9023445,61,1.6161285
2731,1.9030415,61,1.6183276
2732,1.9037385,61,1.6205229
2733,1.9044355,61,1.6227143
2734,1.9051325,61,1.6249017
2735,1.9058295,61,1.6270851
2736,1.9065265,61,1.6292644
2737,1.9072235,61,1.6314395
2738,1.9079205,61,1.6336106
2739,1.9086175,61,1.6357774
2740,1.9093145,61,1.6379399
2741,1.9100115,61,1.6400981
2742,1.9107086,61,1.6422521
2743,1.9114056,61,1.6444016
2744,1.9121026,61,1.6465468
2745,1.9127996,61,1.6486876
2746,1.9134966,61,1.6508239
2747,1.9141936,61,1.6529557
2748,1.9148906,61,1.6550831
2749,1.9155876,61,1.657206
2750,1.9162846,61,1.6593243
2751,1.9169816,61,1.6614382
2752,1.9176786,61,1.6635475
2753,1.9183756,61,1.6656523
2754,1.9190726,61,1.6677525
2755,1.9197696,61,1.6698483
2756,1.9204666,61,1.6719395
2757,1.9211636,61,1.6740261
2758,1.9218606,61,1.6761083
2759,1.9225576,61,1.678186
2760,1.9232546,61,1.6802592
2761,1.9239517,61,1.6823279
2762,1.9246487,61,1.6843922
2763,1.9253457,61,1.686452
2764,1.9260427,61,1.6885075
2765,1.9267397,61,1.6905586
2766,1.9274367,61,1.6926054
2767,1.9281337,61,1.6946478
2768,1.9288307,61,1.696686
2769,1.9295277,61,1.69872
2770,1.9302247,61,1.7007497
2771,1.9309217,61,1.7027753
2772,1.9316187,61,1.7047968
2773,1.9323157,61,1.7068141
2774,1.9330127,61,1.7088275
2775,1.9337097,61,1.7108368
2776,1.9344067,61,1.7128422
2777,1.9351037,61,1.7148437
2778,1.9358007,61,1.7168414
2779,1.9364977,61,1.7188352
2780,1.9371948,61,1.7208253
2781,1.9378918,61,1.7228117
2782,1.9385888,61,1.7247944
2783,1.9392858,61,1.7267735
2784,1.9399828,61,1.728749
2785,1.9406798,61,1.730721
2786,1.9413768,61,1.7326895
2787,1.9420738,61,1.7346546
2788,1.9427708,61,1.7366163
2789,1.9434678,61,1.7385747
2790,1.9441648,61,1.7405298
2791,1.9448618,61,1.7424816
2792,1.9455588,61,1.7444302
2793,1.9462558,61,1.7463756
2794,1.9469528,61,1.7483178
2795,1.9476498,61,1.7502569
2796,1.9483468,61,1.7521929
2797,1.9490438,61,1.7541258
2798,1.9497409,61,1.7560557
2799,1.9504379,61,1.7579826
2800,1.9511349,61,1.7599064
2801,1.9518319,61,1.7618272
2802,1.9525289,61,1.763745
2803,1.9532259,61,1.7656597
2804,1.9539229,61,1.7675715
2805,1.9546199,61,1.7694802
2806,1.9553169,61,1.7713858
2807,1.9560139,61,1.7732884
2808,1.9567109,61,1.7751878
2809,1.9574079,61,1.7770841
2810,1.9581049,61,1.7789772
2811,1.9588019,61,1.780867
2812,1.9594989,61,1.7827535
2813,1.9601959,61,1.7846367
2814,1.9608929,61,1.7865164
2815,1.9615899,61,1.7883925
2816,1.9622869,61,1.7902651
2817,1.962984,61,1.7921339
2818,1.963681,61,1.793999
2819,1.964378,61,1.7958601
2820,1.965075,61,1.7977173
2821,1.965772,61,1.7995704
2822,1.966469,61,1.8014193
2823,1.967166,61,1.8032639
2824,1.967863,61,1.8051041
2825,1.96856,61,1.8069399
2826,1.969257,61,1.8087711
2827,1.969954,61,1.8105977
2828,1.970651,61,1.8124196
2829,1.971348,61,1.8142368
2830,1.972045,61,1.8160492
2831,1.972742,61,1.8178568
2832,1.973439,61,1.8196596
2833,1.974136,61,1.8214576
2834,1.974833,61,1.8232508
2835,1.97553,61,1.8250392
2836,1.9762271,61,1.8268228
2837,1.9769241,61,1.8286017
2838,1.9776211,61,1.8303759
2839,1.9783181,61,1.8321455
2840,1.9790151,61,1.8339104
2841,1.9797121,61,1.8356707
2842,1.9804091,61,1.8374265
2843,1.9811061,61,1.8391778
2844,1.9818031,61,1.8409246
2845,1.9825001,61,1.842667
2846,1.9831971,61,1.8444049
2847,1.9838941,61,1.8461383
2848,1.9845911,61,1.8478673
2849,1.9852881,61,1.8495918
2850,1.9859851,61,1.8513117
2851,1.9866821,61,1.8530271
2852,1.9873791,61,1.8547379
2853,1.9880761,61,1.856444
2854,1.9887732,61,1.8581453
2855,1.9894702,61,1.8598418
2856,1.9901672,61,1.8615334
2857,1.9908642,61,1.8632199
2858,1.9915612,61,1.8649012
2859,1.9922582,61,1.8665772
2860,1.9929552,61,1.8682478
2861,1.9936522,61,1.8699128
2862,1.9943492,61,1.8715721
2863,1.9950462,61,1.8732255
2864,1.9957432,61,1.8748729
2865,1.9964402,61,1.8765141
2866,1.9971372,61,1.8781489
2867,1.9978342,61,1.8797771
2868,1.9985312,61,1.8813986
2869,1.9992282,61,1.8830132
2870,1.9999252,61,1.8846207
2871,2.0006222,61,1.8862208
2872,2.0013192,61,1.8878134
2873,2.0020163,61,1.8893983
2874,2.0027133,61,1.8909753
2875,2.0034103,61,1.8925442
2876,2.0041073,61,1.8941047
2877,2.0048043,61,1.8956567
2878,2.0055013,61,1.8971999
2879,2.0061983,61,1.8987342
2880,2.0068953,61,1.9002593
2881,2.0075923,61,1.9017751
2882,2.0082893,61,1.9032812
2883,2.0089863,61,1.9047776
2884,2.0096833,61,1.9062639
2885,2.0103803,61,1.90774
2886,2.0110773,61,1.9092057
2887,2.0117743,61,1.9106608
2888,2.0124713,61,1.912105
2889,2.0131683,61,1.9135382
2890,2.0138653,61,1.9149602
2891,2.0145623,61,1.9163708
2892,2.0152594,61,1.9177698
2893,2.0159564,61,1.9191571
2894,2.0166534,61,1.9205323
2895,2.0173504,61,1.9218955
2896,2.0180474,61,1.9232463
2897,2.0187444,61,1.9245847
2898,2.0194414,61,1.9259105
2899,2.0201384,61,1.9272236
2900,2.0208354,61,1.9285237
2901,2.0215324,61,1.9298109
2902,2.0222294,61,1.9310849
2903,2.0229264,61,1.9323456
2904,2.0236234,61,1.9335929
2905,2.0243204,61,1.9348268
2906,2.0250174,61,1.9360471
2907,2.0257144,61,1.9372538
2908,2.0264114,61,1.9384468
2909,2.0271084,61,1.939626
2910,2.0278054,61,1.9407913
2911,2.0285025,61,1.9419428
2912,2.0291995,61,1.9430804
2913,2.0298965,61,1.9442041
2914,2.0305935,61,1.9453138
2915,2.0312905,61,1.9464095
2916,2.0319875,61,1.9474913
2917,2.0326845,61,1.9485592
2918,2.0333815,61,1.9496132
2919,2.0340785,61,1.9506533
2920,2.0347755,61,1.9516796
2921,2.0354725,61,1.9526921
2922,2.0361695,61,1.9536909
2923,2.0368665,61,1.9546761
2924,2.0375635,61,1.9556477
2925,2.0382605,61,1.9566058
2926,2.0389575,61,1.9575505
2927,2.0396545,61,1.9584819
2928,2.0403515,61,1.9594002
2929,2.0410486,61,1.9603053
2930,2.0417456,61,1.9611976
2931,2.0424426,61,1.962077
2932,2.0431396,61,1.9629437
2933,2.0438366,61,1.9637979
2934,2.0445336,61,1.9646397
2935,2.0452306,61,1.9654693
2936,2.0459276,61,1.9662867
2937,2.0466246,61,1.9670923
2938,2.0473216,61,1.967886
2939,2.0480186,61,1.9686681
2940,2.0487156,61,1.9694388
2941,2.0494126,61,1.9701982
2942,2.0501096,61,1.9709464
2943,2.0508066,61,1.9716838
2944,2.0515036,61,1.9724104
2945,2.0522006,61,1.9731264
2946,2.0528976,61,1.9738321
2947,2.0535946,61,1.9745275
2948,2.0542917,61,1.9752128
2949,2.0549887,61,1.9758884
2950,2.0556857,61,1.9765542
2951,2.0563827,61,1.9772106
2952,2.0570797,61,1.9778576
2953,2.0577767,61,1.9784956
2954,2.0584737,61,1.9791246
2955,2.0591707,61,1.9797448
2956,2.0598677,61,1.9803565
2957,2.0605647,61,1.9809598
2958,2.0612617,61,1.9815548
2959,2.0619587,61,1.9821418
2960,2.0626557,61,1.982721
2961,2.0633527,61,1.9832925
2962,2.0640497,61,1.9838565
2963,2.0647467,61,1.9844131
2964,2.0654437,61,1.9849626
2965,2.0661407,61,1.9855051
2966,2.0668377,61,1.9860408
2967,2.0675348,61,1.9865698
2968,2.0682318,61,1.9870924
2969,2.0689288,61,1.9876087
2970,2.0696258,61,1.9881188
2971,2.0703228,61,1.988623
2972,2.0710198,61,1.9891213
2973,2.0717168,61,1.989614
2974,2.0724138,61,1.9901011
2975,2.0731108,61,1.990583
2976,2.0738078,61,1.9910596
2977,2.0745048,61,1.9915313
2978,2.0752018,61,1.991998
2979,2.0758988,61,1.9924601
2980,2.0765958,61,1.9929175
2981,2.0772928,61,1.9933706
2982,2.0779898,61,1.9938193
2983,2.0786868,61,1.9942639
2984,2.0793838,61,1.9947046
2985,2.0800808,61,1.9951413
2986,2.0807779,61,1.9955744
2987,2.0814749,61,1.9960039
2988,2.0821719,61,1.99643
2989,2.0828689,61,1.9968527
2990,2.0835659,61,1.9972723
2991,2.0842629,61,1.9976888
2992,2.0849599,61,1.9981024
2993,2.0856569,61,1.9985133
2994,2.0863539,61,1.9989215
2995,2.0870509,61,1.9993271
2996,2.0877479,61,1.9997303
2997,2.0884449,61,2.0001313
2998,2.0891419,61,2.00053
2999,2.0898389,61,2.0009267
3000,2.0905359,61,2.0013215
3001,2.0912329,61,2.0017143
3002,2.0919299,61,2.0021055
3003,2.0926269,61,2.0024951
3004,2.093324,61,2.0028831
3005,2.094021,61,2.0032697
3006,2.094718,61,2.003655
3007,2.095415,61,2.0040391
3008,2.096112,61,2.004422
3009,2.096809,61,2.004804
3010,2.097506,61,2.005185
3011,2.098203,61,2.0055652
3012,2.0989,61,2.0059447
3013,2.099597,61,2.0063235
3014,2.100294,61,2.0067017
3015,2.100991,61,2.0070795
3016,2.101688,61,2.0074568
3017,2.102385,61,2.0078339
3018,2.103082,61,2.0082107
3019,2.103779,61,2.0085874
3020,2.104476,61,2.008964
3021,2.105173,61,2.0093407
3022,2.10587,61,2.0097174
3023,2.1065671,61,2.0100943
3024,2.1072641,61,2.0104714
3025,2.1079611,61,2.0108489
3026,2.1086581,61,2.0112268
3027,2.1093551,61,2.0116053
3028,2.1100521,61,2.0119843
3029,2.1107491,61,2.0123639
3030,2.1114461,61,2.0127444
3031,2.1121431,61,2.0131257
3032,2.1128401,61,2.013508
3033,2.1135371,61,2.0138913
3034,2.1142341,61,2.0142758
3035,2.1149311,61,2.0146617
3036,2.1156281,61,2.015049
3037,2.1163251,61,2.0154379
3038,2.1170221,61,2.0158285
3039,2.1177191,61,2.0162211
3040,2.1184161,61,2.0166158
3041,2.1191131,61,2.0170129
3042,2.1198102,61,2.0174127
3043,2.1205072,61,2.0178154
3044,2.1212042,61,2.0182213
3045,2.1219012,61,2.0186309
3046,2.1225982,61,2.0190446
3047,2.1232952,61,2.019463
3048,2.1239922,61,2.0198866
3049,2.1246892,61,2.0203161
3050,2.1253862,61,2.0207526
3051,2.1260832,61,2.0211968
3052,2.1267802,61,2.0216502
3053,2.1274772,61,2.022114
3054,2.1281742,61,2.0225901
3055,2.1288712,61,2.0230805
3056,2.1295682,61,2.0235877
3057,2.1302652,61,2.0241146
3058,2.1309622,61,2.0246648
3059,2.1316592,61,2.0252423
3060,2.1323563,61,2.0258518
3061,2.1330533,61,2.0264985
3062,2.1337503,61,2.0271879
3063,2.1344473,61,2.0279255
3064,2.1351443,61,2.028716
3065,2.1358413,61,2.0295629
3066,2.1365383,61,2.0304681
3067,2.1372353,61,2.0314311
3068,2.1379323,61,2.0324493
3069,2.1386293,61,2.0335186
3070,2.1393263,61,2.0346335
3071,2.1400233,61,2.0357882
3072,2.1407203,61,2.036977
3073,2.1414173,61,2.0381947
3074,2.1421143,61,2.0394365
3075,2.1428113,61,2.0406983
3076,2.1435083,61,2.0419766
3077,2.1442053,61,2.0432686
3078,2.1449023,61,2.0445718
3079,2.1455994,61,2.0458841
3080,2.1462964,61,2.0472039
3081,2.1469934,61,2.0485297
3082,2.1476904,61,2.0498603
3083,2.1483874,61,2.0511947
3084,2.1490844,61,2.052532
3085,2.1497814,61,2.0538713
3086,2.1504784,61,2.0552119
3087,2.1511754,61,2.0565533
3088,2.1518724,61,2.0578948
3089,2.1525694,61,2.059236
3090,2.1532664,61,2.0605762
3091,2.1539634,61,2.061915
3092,2.1546604,61,2.063252
3093,2.1553574,61,2.0645866
3094,2.1560544,61,2.0659183
3095,2.1567514,61,2.0672468
3096,2.1574484,61,2.0685713
3097,2.1581454,61,2.0698915
3098,2.1588425,61,2.0712068
3099,2.1595395,61,2.0725164
3100,2.1602365,61,2.07382
3101,2.1609335,61,2.0751166
3102,2.1616305,61,2.0764058
3103,2.1623275,61,2.0776866
3104,2.1630245,61,2.0789583
3105,2.1637215,61,2.0802202
3106,2.1644185,61,2.0814713
3107,2.1651155,61,2.082711
3108,2.1658125,61,2.0839384
3109,2.1665095,61,2.0851528
3110,2.1672065,61,2.0863538
3111,2.1679035,61,2.0875408
3112,2.1686005,61,2.0887136
3113,2.1692975,61,2.0898721
3114,2.1699945,61,2.0910168
3115,2.1706915,61,2.092148
3116,2.1713885,61,2.0932664
3117,2.1720856,61,2.094373
3118,2.1727826,61,2.095469
3119,2.1734796,61,2.0965554
3120,2.1741766,61,2.0976334
3121,2.1748736,61,2.0987042
3122,2.1755706,61,2.0997688
3123,2.1762676,61,2.1008281
3124,2.1769646,61,2.1018825
3125,2.1776616,61,2.1029326
3126,2.1783586,61,2.1039783
3127,2.1790556,61,2.1050195
3128,2.1797526,61,2.1060558
3129,2.1804496,61,2.1070862
3130,2.1811466,61,2.1081097
3131,2.1818436,61,2.1091248
3132,2.1825406,61,2.1101297
3133,2.1832376,61,2.1111221
3134,2.1839346,61,2.1120993
3135,2.1846317,61,2.113058
3136,2.1853287,61,2.1139944
3137,2.1860257,61,2.114904
3138,2.1867227,61,2.1157814
3139,2.1874197,61,2.1166206
3140,2.1881167,61,2.1174146
3141,2.1888137,61,2.1181559
3142,2.1895107,61,2.1188366
3143,2.1902077,61,2.1194492
3144,2.1909047,61,2.1199872
3145,2.1916017,61,2.1204457
3146,2.1922987,61,2.120823
3147,2.1929957,61,2.1211199
3148,2.1936927,61,2.1213404
3149,2.1943897,61,2.1214907
3150,2.1950867,61,2.1215786
3151,2.1957837,61,2.1216122
3152,2.1964807,61,2.1216001
3153,2.1971777,61,2.1215502
3154,2.1978748,61,2.12147
3155,2.1985718,61,2.1213662
3156,2.1992688,61,2.1212454
3157,2.1999658,61,2.1211135
3158,2.2006628,61,2.1209764
3159,2.2013598,61,2.1208402
3160,2.2020568,61,2.120711
3161,2.2027538,61,2.1205957
3162,2.2034508,61,2.1205018
3163,2.2041478,61,2.120438
3164,2.2048448,61,2.120414
3165,2.2055418,61,2.1204404
3166,2.2062388,61,2.1205283
3167,2.2069358,61,2.1206878
3168,2.2076328,61,2.1209269
3169,2.2083298,61,2.1212491
3170,2.2090268,61,2.1216533
3171,2.2097238,61,2.1221336
3172,2.2104208,61,2.1226806
3173,2.2111179,61,2.1232838
3174,2.2118149,61,2.1239325
3175,2.2125119,61,2.124617
3176,2.2132089,61,2.125329
3177,2.2139059,61,2.1260612
3178,2.2146029,61,2.1268078
3179,2.2152999,61,2.1275635
3180,2.2159969,61,2.1283243
3181,2.2166939,61,2.1290865
3182,2.2173909,61,2.1298469
3183,2.2180879,61,2.1306028
3184,2.2187849,61,2.1313516
3185,2.2194819,61,2.1320911
3186,2.2201789,61,2.1328193
3187,2.2208759,61,2.1335342
3188,2.2215729,61,2.1342341
3189,2.2222699,61,2.1349173
3190,2.2229669,61,2.1355823
3191,2.2236639,61,2.1362278
3192,2.224361,61,2.1368522
3193,2.225058,61,2.1374545
3194,2.225755,61,2.1380334
3195,2.226452,61,2.1385881
3196,2.227149,61,2.1391176
3197,2.227846,61,2.1396212
3198,2.228543,61,2.1400984
3199,2.22924,61,2.1405487
3200,2.229937,61,2.1409719
3201,2.230634,61,2.141368
3202,2.231331,61,2.1417374
3203,2.232028,61,2.1420806
3204,2.232725,61,2.1423983
3205,2.233422,61,2.1426917
3206,2.234119,61,2.1429624
3207,2.234816,61,2.1432122
3208,2.235513,61,2.1434436
3209,2.23621,61,2.1436593
3210,2.2369071,61,2.1438626
3211,2.2376041,61,2.1440573
3212,2.2383011,61,2.1442475
3213,2.2389981,61,2.1444378
3214,2.2396951,61,2.144633
3215,2.2403921,61,2.1448379
3216,2.2410891,61,2.1450571
3217,2.2417861,61,2.1452948
3218,2.2424831,61,2.1455546
3219,2.2431801,61,2.145839
3220,2.2438771,61,2.1461496
3221,2.2445741,61,2.146487
3222,2.2452711,61,2.1468506
3223,2.2459681,61,2.1472393
3224,2.2466651,61,2.1476512
3225,2.2473621,61,2.148084
3226,2.2480591,61,2.1485352
3227,2.2487561,61,2.1490022
3228,2.2494531,61,2.1494824
3229,2.2501502,61,2.1499735
3230,2.2508472,61,2.1504731
3231,2.2515442,61,2.1509792
3232,2.2522412,61,2.1514897
3233,2.2529382,61,2.1520028
3234,2.2536352,61,2.1525169
3235,2.2543322,61,2.1530301
3236,2.2550292,61,2.1535409
3237,2.2557262,61,2.1540471
3238,2.2564232,61,2.154546
3239,2.2571202,61,2.1550331
3240,2.2578172,61,2.1554975
3241,2.2585142,61,2.1559031
3242,2.2592112,61,2.1560726
3243,2.2599082,61,2.1556219
3244,2.2606052,61,2.1548125
3245,2.2613022,61,2.1539025
3246,2.2619992,61,2.1529459
3247,2.2626962,61,2.1519569
3248,2.2633933,61,2.1509412
3249,2.2640903,61,2.1499018
3250,2.2647873,61,2.1488406
3251,2.2654843,61,2.147759
3252,2.2661813,61,2.1466582
3253,2.2668783,61,2.1455395
3254,2.2675753,61,2.1444039
3255,2.2682723,61,2.1432524
3256,2.2689693,61,2.1420862
3257,2.2696663,61,2.1409064
3258,2.2703633,61,2.1397142
3259,2.2710603,61,2.1385109
3260,2.2717573,61,2.1372978
3261,2.2724543,61,2.1360766
3262,2.2731513,61,2.1348489
3263,2.2738483,61,2.1336166
3264,2.2745453,61,2.132382
3265,2.2752423,61,2.1311475
3266,2.2759394,61,2.1299163
3267,2.2766364,61,2.1286918
3268,2.2773334,61,2.1274783
3269,2.2780304,61,2.126281
3270,2.2787274,61,2.1251062
3271,2.2794244,61,2.1239615
3272,2.2801214,61,2.1228567
3273,2.2808184,61,2.1218037
3274,2.2815154,61,2.1208172
3275,2.2822124,61,2.1199153
3276,2.2829094,61,2.1191197
3277,2.2836064,61,2.1184549
3278,2.2843034,61,2.1179441
3279,2.2850004,61,2.1176044
3280,2.2856974,61,2.1174822
1,0,62,2.1175511
2,0.0006971861,62,2.1176657
3,0.0013943722,62,2.1180114
4,0.0020915583,62,2.118587
5,0.0027887444,62,2.1193694
6,0.0034859305,62,2.120328
7,0.0041831166,62,2.1214357
8,0.0048803027,62,2.1226685
9,0.0055774888,62,2.1240062
10,0.0062746749,62,2.125432
11,0.006971861,62,2.1269319
12,0.0076690471,62,2.1284945
13,0.0083662332,62,2.1301102
14,0.0090634193,62,2.1317712
15,0.0097606054,62,2.1334707
16,0.010457792,62,2.1352031
17,0.011154978,62,2.1369636
18,0.011852164,62,2.138748
19,0.01254935,62,2.1405523
20,0.013246536,62,2.1423734
21,0.013943722,62,2.1442082
22,0.014640908,62,2.1460538
23,0.015338094,62,2.1479074
24,0.01603528,62,2.1497664
25,0.016732466,62,2.1516279
26,0.017429653,62,2.1534882
27,0.018126839,62,2.1553426
28,0.018824025,62,2.1571827
29,0.019521211,62,2.1589923
30,0.020218397,62,2.1607444
31,0.020915583,62,2.1624527
32,0.021612769,62,2.1641847
33,0.022309955,62,2.1659464
34,0.023007141,62,2.1677191
35,0.023704327,62,2.1694906
36,0.024401514,62,2.1712536
37,0.0250987,62,2.1730032
38,0.025795886,62,2.174736
39,0.026493072,62,2.1764489
40,0.027190258,62,2.178139
41,0.027887444,62,2.1798037
42,0.02858463,62,2.1814403
43,0.029281816,62,2.1830458
44,0.029979002,62,2.1846173
45,0.030676189,62,2.1861517
46,0.031373375,62,2.1876455
47,0.032070561,62,2.1890951
48,0.032767747,62,2.1904969
49,0.033464933,62,2.1918467
50,0.034162119,62,2.1931404
51,0.034859305,62,2.1943735
52,0.035556491,62,2.1955418
53,0.036253677,62,2.1966406
54,0.036950863,62,2.1976658
55,0.03764805,62,2.1986133
56,0.038345236,62,2.1994793
57,0.039042422,62,2.2002608
58,0.039739608,62,2.2009553
59,0.040436794,62,2.2015612
60,0.04113398,62,2.2020778
61,0.041831166,62,2.2025054
62,0.042528352,62,2.2028451
63,0.043225538,62,2.2030991
64,0.043922724,62,2.2032701
65,0.044619911,62,2.2033616
66,0.045317097,62,2.2033775
67,0.046014283,62,2.2033221
68,0.046711469,62,2.2031997
69,0.047408655,62,2.2030148
70,0.048105841,62,2.2027717
71,0.048803027,62,2.2024746
72,0.049500213,62,2.2021274
73,0.050197399,62,2.2017337
74,0.050894585,62,2.2012969
75,0.051591772,62,2.2008202
76,0.052288958,62,2.2003062
77,0.052986144,62,2.1997576
78,0.05368333,62,2.1991765
79,0.054380516,62,2.198565
80,0.055077702,62,2.1979249
81,0.055774888,62,2.1972578
82,0.056472074,62,2.1965653
83,0.05716926,62,2.1958487
84,0.057866447,62,2.1951093
85,0.058563633,62,2.1943483
86,0.059260819,62,2.1935667
87,0.059958005,62,2.1927656
88,0.060655191,62,2.191946
89,0.061352377,62,2.1911088
90,0.062049563,62,2.1902549
91,0.062746749,62,2.1893851
92,0.063443935,62,2.1885002
93,0.064141121,62,2.1876009
94,0.064838308,62,2.1866881
95,0.065535494,62,2.1857623
96,0.06623268,62,2.1848241
97,0.066929866,62,2.1838742
98,0.067627052,62,2.1829132
99,0.068324238,62,2.1819414
100,0.069021424,62,2.1809594
101,0.06971861,62,2.1799676
102,0.070415796,62,2.1789664
103,0.071112982,62,2.1779562
104,0.071810169,62,2.1769374
105,0.072507355,62,2.1759101
106,0.073204541,62,2.1748748
107,0.073901727,62,2.1738317
108,0.074598913,62,2.172781
109,0.075296099,62,2.1717229
110,0.075993285,62,2.1706576
111,0.076690471,62,2.1695853
112,0.077387657,62,2.1685061
113,0.078084843,62,2.1674202
114,0.07878203,62,2.1663277
115,0.079479216,62,2.1652287
116,0.080176402,62,2.1641233
117,0.080873588,62,2.1630117
118,0.081570774,62,2.1618938
119,0.08226796,62,2.1607698
120,0.082965146,62,2.1596398
121,0.083662332,62,2.1585038
122,0.084359518,62,2.1573619
123,0.085056705,62,2.1562142
124,0.085753891,62,2.1550607
125,0.086451077,62,2.1539017
126,0.087148263,62,2.152737
127,0.087845449,62,2.1515669
128,0.088542635,62,2.1503915
129,0.089239821,62,2.1492108
130,0.089937007,62,2.148025
131,0.090634193,62,2.1468342
132,0.091331379,62,2.1456387
133,0.092028566,62,2.1444385
134,0.092725752,62,2.1432338
135,0.093422938,62,2.1420249
136,0.094120124,62,2.140812
137,0.09481731,62,2.1395953
138,0.095514496,62,2.138375
139,0.096211682,62,2.1371516
140,0.096908868,62,2.1359251
141,0.097606054,62,2.1346961
142,0.09830324,62,2.1334649
143,0.099000427,62,2.1322318
